,datetime,action,buy_price,sell_price,pnl_percent,pnl_sum,balance
39,2025-01-24 18:27:00+00:00,sell-tp,101921.5,107114.0,5.0946,47.8072,1576.27
40,2025-01-24 20:00:00+00:00,buy,105734.3,0.0,0.0,47.7572,1575.48
41,2025-01-26 20:00:00+00:00,change_direction,105734.3,105056.7,-0.6409,47.1164,1564.59
42,2025-01-26 20:00:00+00:00,short,105056.7,0.0,0.0,47.0664,1563.81
43,2025-01-27 05:51:00+00:00,cover-tp,105056.7,99670.1,5.1273,52.1937,1643.25
44,2025-01-27 08:00:00+00:00,short,98986.3,0.0,0.0,52.1437,1642.42
45,2025-01-27 14:53:00+00:00,cover-sl,98986.3,101959.5,-3.0036,49.1401,1592.25
46,2025-01-27 16:00:00+00:00,short,101055.2,0.0,0.0,49.0901,1591.45
47,2025-01-27 20:00:00+00:00,change_direction,101055.2,99649.9,1.3906,50.4807,1612.8
48,2025-01-27 20:00:00+00:00,buy,99649.9,0.0,0.0,50.4307,1611.99
49,2025-01-28 20:00:00+00:00,change_direction,99649.9,102375.4,2.7351,53.1658,1655.29
50,2025-01-28 20:00:00+00:00,short,102375.4,0.0,0.0,53.1158,1654.47
51,2025-01-29 00:00:00+00:00,change_direction,102375.4,101278.0,1.0719,54.1877,1671.38
52,2025-01-29 00:00:00+00:00,buy,101278.0,0.0,0.0,54.1377,1670.55
53,2025-01-29 12:00:00+00:00,change_direction,101278.0,102591.5,1.2969,55.4346,1691.39
54,2025-01-29 12:00:00+00:00,short,102591.5,0.0,0.0,55.3846,1690.54
55,2025-01-29 16:00:00+00:00,change_direction,102591.5,101919.3,0.6552,56.0399,1700.78
56,2025-01-29 16:00:00+00:00,buy,101919.3,0.0,0.0,55.9899,1699.93
57,2025-01-31 16:00:00+00:00,change_direction,101919.3,105404.7,3.4198,59.4096,1757.24
58,2025-01-31 16:00:00+00:00,short,105404.7,0.0,0.0,59.3596,1756.36
59,2025-02-02 03:08:00+00:00,cover-tp,105404.7,100133.3,5.0011,64.3607,1843.36
60,2025-02-02 04:00:00+00:00,short,99157.1,0.0,0.0,64.3107,1842.44
61,2025-02-03 01:42:00+00:00,cover-tp,99157.1,94179.7,5.0197,69.3304,1934.05
62,2025-02-03 04:00:00+00:00,short,93998.2,0.0,0.0,69.2804,1933.09
63,2025-02-03 12:00:00+00:00,change_direction,93998.2,95052.3,-1.1214,68.159,1910.43
64,2025-02-03 12:00:00+00:00,buy,95052.3,0.0,0.0,68.109,1909.48
65,2025-02-03 18:41:00+00:00,sell-tp,95052.3,99824.2,5.0203,73.1293,2004.43
66,2025-02-03 20:00:00+00:00,buy,101831.8,0.0,0.0,73.0793,2003.43
67,2025-02-04 05:16:00+00:00,sell-sl,101831.8,98736.8,-3.0393,70.04,1941.5
68,2025-02-04 08:00:00+00:00,buy,98409.6,0.0,0.0,69.99,1940.53
69,2025-02-04 20:00:00+00:00,change_direction,98409.6,98828.6,0.4258,70.4158,1947.83
70,2025-02-04 20:00:00+00:00,short,98828.6,0.0,0.0,70.3658,1946.85
71,2025-02-05 00:00:00+00:00,change_direction,98828.6,97706.0,1.1359,71.5017,1968.01
72,2025-02-05 00:00:00+00:00,buy,97706.0,0.0,0.0,71.4517,1967.02
73,2025-02-05 04:00:00+00:00,change_direction,97706.0,98000.3,0.3012,71.7529,1971.97
74,2025-02-05 04:00:00+00:00,short,98000.3,0.0,0.0,71.7029,1970.98
75,2025-02-05 08:00:00+00:00,change_direction,98000.3,97814.3,0.1898,71.8927,1973.74
76,2025-02-05 08:00:00+00:00,buy,97814.3,0.0,0.0,71.8427,1972.75
77,2025-02-05 12:00:00+00:00,change_direction,97814.3,98186.2,0.3802,72.2229,1979.27
78,2025-02-05 12:00:00+00:00,short,98186.2,0.0,0.0,72.1729,1978.28
79,2025-02-06 04:00:00+00:00,change_direction,98186.2,97308.9,0.8935,73.0664,1994.97
80,2025-02-06 04:00:00+00:00,buy,97308.9,0.0,0.0,73.0164,1993.98
81,2025-02-06 12:00:00+00:00,change_direction,97308.9,98829.0,1.5621,74.5785,2024.14
82,2025-02-06 12:00:00+00:00,short,98829.0,0.0,0.0,74.5285,2023.13
83,2025-02-07 08:00:00+00:00,change_direction,98829.0,96694.9,2.1594,76.6879,2065.83
84,2025-02-07 08:00:00+00:00,buy,96694.9,0.0,0.0,76.6379,2064.79
85,2025-02-07 16:00:00+00:00,change_direction,96694.9,98245.5,1.6036,78.2415,2096.89
86,2025-02-07 16:00:00+00:00,short,98245.5,0.0,0.0,78.1915,2095.84
87,2025-02-09 00:00:00+00:00,change_direction,98245.5,96406.8,1.8715,80.0631,2134.04
88,2025-02-09 00:00:00+00:00,buy,96406.8,0.0,0.0,80.0131,2132.97
89,2025-02-09 08:00:00+00:00,change_direction,96406.8,97013.9,0.6297,80.6428,2145.34
90,2025-02-09 08:00:00+00:00,short,97013.9,0.0,0.0,80.5928,2144.27
91,2025-02-09 20:00:00+00:00,change_direction,97013.9,96016.6,1.028,81.6208,2165.25
92,2025-02-09 20:00:00+00:00,buy,96016.6,0.0,0.0,81.5708,2164.17
93,2025-02-11 16:00:00+00:00,change_direction,96016.6,96982.0,1.0055,82.5762,2184.85
94,2025-02-11 16:00:00+00:00,short,96982.0,0.0,0.0,82.5262,2183.76
95,2025-02-12 16:00:00+00:00,change_direction,96982.0,95767.2,1.2526,83.7788,2210.04
96,2025-02-12 16:00:00+00:00,buy,95767.2,0.0,0.0,83.7288,2208.93
97,2025-02-13 16:00:00+00:00,change_direction,95767.2,95941.2,0.1817,83.9105,2211.84
98,2025-02-13 16:00:00+00:00,short,95941.2,0.0,0.0,83.8605,2210.74
99,2025-02-13 20:00:00+00:00,change_direction,95941.2,95594.3,0.3616,84.2221,2217.63
100,2025-02-13 20:00:00+00:00,buy,95594.3,0.0,0.0,84.1721,2216.52
101,2025-02-16 12:00:00+00:00,change_direction,95594.3,97288.2,1.772,85.9441,2254.71
102,2025-02-16 12:00:00+00:00,short,97288.2,0.0,0.0,85.8941,2253.58
103,2025-02-16 16:00:00+00:00,change_direction,97288.2,96850.1,0.4503,86.3444,2262.6
104,2025-02-16 16:00:00+00:00,buy,96850.1,0.0,0.0,86.2944,2261.47
105,2025-02-16 20:00:00+00:00,change_direction,96850.1,97021.5,0.177,86.4714,2264.35
106,2025-02-16 20:00:00+00:00,short,97021.5,0.0,0.0,86.4214,2263.21
107,2025-02-18 00:00:00+00:00,change_direction,97021.5,95735.0,1.326,87.7473,2292.11
108,2025-02-18 00:00:00+00:00,buy,95735.0,0.0,0.0,87.6973,2290.96
109,2025-02-18 04:00:00+00:00,change_direction,95735.0,96150.7,0.4342,88.1316,2299.77
110,2025-02-18 04:00:00+00:00,short,96150.7,0.0,0.0,88.0816,2298.62
111,2025-02-18 20:00:00+00:00,change_direction,96150.7,94066.0,2.1682,90.2497,2347.33
112,2025-02-18 20:00:00+00:00,buy,94066.0,0.0,0.0,90.1997,2346.16
113,2025-02-21 09:18:00+00:00,sell-tp,94066.0,98907.8,5.1472,95.347,2465.81
114,2025-02-21 12:00:00+00:00,buy,98586.3,0.0,0.0,95.297,2464.57
115,2025-02-21 16:00:00+00:00,change_direction,98586.3,98074.8,-0.5188,94.7781,2450.55
116,2025-02-21 16:00:00+00:00,short,98074.8,0.0,0.0,94.7281,2449.32
117,2025-02-21 20:00:00+00:00,change_direction,98074.8,95260.0,2.8701,97.5982,2518.43
118,2025-02-21 20:00:00+00:00,buy,95260.0,0.0,0.0,97.5482,2517.17
119,2025-02-22 04:00:00+00:00,change_direction,95260.0,96310.0,1.1022,98.6504,2543.67
120,2025-02-22 04:00:00+00:00,short,96310.0,0.0,0.0,98.6004,2542.4
121,2025-02-22 08:00:00+00:00,change_direction,96310.0,96331.1,-0.0219,98.5785,2540.57
122,2025-02-22 08:00:00+00:00,buy,96331.1,0.0,0.0,98.5285,2539.3
123,2025-02-22 12:00:00+00:00,change_direction,96331.1,96594.7,0.2736,98.8022,2544.98
124,2025-02-22 12:00:00+00:00,short,96594.7,0.0,0.0,98.7522,2543.71
125,2025-02-22 16:00:00+00:00,change_direction,96594.7,96613.2,-0.0192,98.733,2541.95
126,2025-02-22 16:00:00+00:00,buy,96613.2,0.0,0.0,98.683,2540.68
127,2025-02-22 20:00:00+00:00,change_direction,96613.2,96620.0,0.007,98.69,2539.58
128,2025-02-22 20:00:00+00:00,short,96620.0,0.0,0.0,98.64,2538.31
129,2025-02-24 23:35:00+00:00,cover-tp,96620.0,91625.9,5.1688,103.8089,2668.31
130,2025-02-25 00:00:00+00:00,short,91478.2,0.0,0.0,103.7589,2666.98
131,2025-02-25 10:23:00+00:00,cover-tp,91478.2,86833.0,5.0779,108.8368,2801.14
132,2025-02-25 12:00:00+00:00,short,89220.0,0.0,0.0,108.7868,2799.74
133,2025-02-25 20:00:00+00:00,change_direction,89220.0,87959.5,1.4128,110.1996,2837.91
134,2025-02-25 20:00:00+00:00,buy,87959.5,0.0,0.0,110.1496,2836.49
135,2025-02-26 04:00:00+00:00,change_direction,87959.5,88882.4,1.0492,111.1988,2864.85
136,2025-02-26 04:00:00+00:00,short,88882.4,0.0,0.0,111.1488,2863.42
137,2025-02-26 12:00:00+00:00,change_direction,88882.4,88589.3,0.3298,111.4786,2871.43
138,2025-02-26 12:00:00+00:00,buy,88589.3,0.0,0.0,111.4286,2870.0
139,2025-02-26 14:21:00+00:00,sell-sl,88589.3,85715.3,-3.2442,108.1844,2775.41
140,2025-02-26 16:00:00+00:00,short,87499.9,0.0,0.0,108.1344,2774.02
141,2025-02-26 20:13:00+00:00,cover-tp,87499.9,83058.2,5.0762,113.2106,2913.52
142,2025-02-27 00:00:00+00:00,short,84208.6,0.0,0.0,113.1606,2912.06
143,2025-02-27 08:00:00+00:00,change_direction,84208.6,86220.0,-2.3886,110.772,2841.01
144,2025-02-27 08:00:00+00:00,buy,86220.0,0.0,0.0,110.722,2839.59
145,2025-02-27 16:00:00+00:00,change_direction,86220.0,85480.0,-0.8583,109.8638,2813.79
146,2025-02-27 16:00:00+00:00,short,85480.0,0.0,0.0,109.8138,2812.38
147,2025-02-27 20:00:00+00:00,change_direction,85480.0,84070.2,1.6493,111.463,2857.38
148,2025-02-27 20:00:00+00:00,buy,84070.2,0.0,0.0,111.413,2855.95
149,2025-02-28 00:00:00+00:00,change_direction,84070.2,84686.0,0.7325,112.1455,2875.45
150,2025-02-28 00:00:00+00:00,short,84686.0,0.0,0.0,112.0955,2874.01
151,2025-02-28 02:33:00+00:00,cover-tp,84686.0,79911.7,5.6376,117.7332,3034.68
152,2025-02-28 04:00:00+00:00,short,80399.9,0.0,0.0,117.6832,3033.17
153,2025-02-28 12:00:00+00:00,change_direction,80399.9,80461.9,-0.0771,117.6061,3029.31
154,2025-02-28 12:00:00+00:00,buy,80461.9,0.0,0.0,117.5561,3027.8
155,2025-02-28 16:38:00+00:00,sell-tp,80461.9,84523.9,5.0484,122.6044,3179.21
156,2025-02-28 20:00:00+00:00,buy,84394.0,0.0,0.0,122.5544,3177.62
157,2025-03-02 15:38:00+00:00,sell-tp,84394.0,88698.8,5.1008,127.6552,3338.2
158,2025-03-02 16:00:00+00:00,buy,87416.7,0.0,0.0,127.6052,3336.53
159,2025-03-02 16:43:00+00:00,sell-tp,87416.7,91856.8,5.0792,132.6845,3504.41
160,2025-03-02 20:00:00+00:00,buy,93517.4,0.0,0.0,132.6345,3502.66
161,2025-03-03 14:51:00+00:00,sell-sl,93517.4,90650.0,-3.0662,129.5683,3393.46
162,2025-03-03 16:00:00+00:00,short,90048.6,0.0,0.0,129.5183,3391.76
163,2025-03-03 19:57:00+00:00,cover-tp,90048.6,85539.9,5.007,134.5253,3559.97
164,2025-03-03 20:00:00+00:00,buy,85532.1,0.0,0.0,134.4753,3558.19
165,2025-03-04 00:00:00+00:00,change_direction,85532.1,86165.3,0.7403,135.2156,3582.77
166,2025-03-04 00:00:00+00:00,short,86165.3,0.0,0.0,135.1656,3580.98
167,2025-03-04 15:20:00+00:00,cover-tp,86165.3,81551.7,5.3544,140.5199,3771.02
168,2025-03-04 16:00:00+00:00,buy,82950.0,0.0,0.0,140.4699,3769.14
169,2025-03-04 19:02:00+00:00,sell-tp,82950.0,87143.2,5.0551,145.525,3957.88
170,2025-03-04 20:00:00+00:00,short,88183.9,0.0,0.0,145.475,3955.9
171,2025-03-05 04:00:00+00:00,change_direction,88183.9,86829.0,1.5364,147.0115,4014.73
172,2025-03-05 04:00:00+00:00,buy,86829.0,0.0,0.0,146.9615,4012.72
173,2025-03-06 01:46:00+00:00,sell-tp,86829.0,91427.7,5.2963,152.2578,4223.35
174,2025-03-06 04:00:00+00:00,buy,91573.8,0.0,0.0,152.2078,4221.24
175,2025-03-06 17:01:00+00:00,sell-sl,91573.8,88601.1,-3.2462,148.9615,4082.02
176,2025-03-06 20:00:00+00:00,buy,88495.2,0.0,0.0,148.9115,4079.98
177,2025-03-07 00:00:00+00:00,change_direction,88495.2,89899.6,1.587,150.4985,4142.72
178,2025-03-07 00:00:00+00:00,short,89899.6,0.0,0.0,150.4485,4140.65
179,2025-03-07 00:46:00+00:00,cover-tp,89899.6,85100.0,5.3388,155.7873,4359.75
180,2025-03-07 04:00:00+00:00,buy,86952.3,0.0,0.0,155.7373,4357.57
181,2025-03-07 20:00:00+00:00,change_direction,86952.3,87792.8,0.9666,156.704,4397.54
182,2025-03-07 20:00:00+00:00,short,87792.8,0.0,0.0,156.654,4395.34
183,2025-03-09 14:00:00+00:00,cover-tp,87792.8,83400.0,5.0036,161.6576,4613.17
184,2025-03-09 16:00:00+00:00,short,83037.3,0.0,0.0,161.6076,4610.87
185,2025-03-10 08:00:00+00:00,change_direction,83037.3,82272.0,0.9216,162.5292,4651.08
186,2025-03-10 08:00:00+00:00,buy,82272.0,0.0,0.0,162.4792,4648.75
187,2025-03-10 12:00:00+00:00,change_direction,82272.0,83541.9,1.5435,164.0227,4718.22
188,2025-03-10 12:00:00+00:00,short,83541.9,0.0,0.0,163.9727,4715.86
189,2025-03-10 14:18:00+00:00,cover-tp,83541.9,79251.1,5.1361,169.1088,4955.83
190,2025-03-10 16:00:00+00:00,short,80011.0,0.0,0.0,169.0588,4953.35
191,2025-03-11 08:00:00+00:00,change_direction,80011.0,80391.6,-0.4757,168.5832,4927.3
192,2025-03-11 08:00:00+00:00,buy,80391.6,0.0,0.0,168.5332,4924.84
193,2025-03-12 12:30:00+00:00,sell-tp,80391.6,84489.8,5.0978,173.631,5173.56
194,2025-03-12 16:00:00+00:00,buy,81646.6,0.0,0.0,173.581,5170.97
195,2025-03-13 12:00:00+00:00,change_direction,81646.6,82924.3,1.5649,175.1459,5249.35
196,2025-03-13 12:00:00+00:00,short,82924.3,0.0,0.0,175.0959,5246.72
197,2025-03-14 00:00:00+00:00,change_direction,82924.3,81072.3,2.2334,177.3292,5361.33
198,2025-03-14 00:00:00+00:00,buy,81072.3,0.0,0.0,177.2792,5358.65
199,2025-03-14 15:34:00+00:00,sell-tp,81072.3,85165.7,5.0491,182.3283,5626.67
200,2025-03-14 16:00:00+00:00,buy,84714.7,0.0,0.0,182.2783,5623.86
201,2025-03-16 08:00:00+00:00,change_direction,84714.7,84235.8,-0.5653,181.713,5589.24
202,2025-03-16 08:00:00+00:00,short,84235.8,0.0,0.0,181.663,5586.44
203,2025-03-16 12:00:00+00:00,change_direction,84235.8,82346.6,2.2428,183.9058,5709.0
204,2025-03-16 12:00:00+00:00,buy,82346.6,0.0,0.0,183.8558,5706.15
205,2025-03-18 08:00:00+00:00,change_direction,82346.6,83117.7,0.9364,184.7922,5756.75
206,2025-03-18 08:00:00+00:00,short,83117.7,0.0,0.0,184.7422,5753.87
207,2025-03-18 20:00:00+00:00,change_direction,83117.7,82263.2,1.0281,185.7702,5810.18
208,2025-03-18 20:00:00+00:00,buy,82263.2,0.0,0.0,185.7202,5807.27
209,2025-03-19 22:43:00+00:00,sell-tp,82263.2,86399.9,5.0286,190.7488,6096.54
210,2025-03-20 00:00:00+00:00,buy,86792.3,0.0,0.0,190.6988,6093.49
211,2025-03-20 16:28:00+00:00,sell-sl,86792.3,84052.9,-3.1563,187.5426,5898.02
212,2025-03-20 20:00:00+00:00,buy,84129.2,0.0,0.0,187.4926,5895.07
213,2025-03-21 12:00:00+00:00,change_direction,84129.2,84001.3,-0.152,187.3405,5883.15
214,2025-03-21 12:00:00+00:00,short,84001.3,0.0,0.0,187.2905,5880.21
215,2025-03-21 16:00:00+00:00,change_direction,84001.3,83524.7,0.5674,187.8579,5910.65
216,2025-03-21 16:00:00+00:00,buy,83524.7,0.0,0.0,187.8079,5907.69
217,2025-03-21 20:00:00+00:00,change_direction,83524.7,83921.0,0.4745,188.2824,5932.78
218,2025-03-21 20:00:00+00:00,short,83921.0,0.0,0.0,188.2324,5929.82
219,2025-03-22 00:00:00+00:00,change_direction,83921.0,84054.6,-0.1592,188.0732,5917.41
220,2025-03-22 00:00:00+00:00,buy,84054.6,0.0,0.0,188.0232,5914.45
221,2025-03-22 20:00:00+00:00,change_direction,84054.6,84130.9,0.0908,188.114,5916.86
222,2025-03-22 20:00:00+00:00,short,84130.9,0.0,0.0,188.064,5913.9
223,2025-03-23 00:00:00+00:00,change_direction,84130.9,83805.9,0.3863,188.4503,5933.8
224,2025-03-23 00:00:00+00:00,buy,83805.9,0.0,0.0,188.4003,5930.83
225,2025-03-24 14:04:00+00:00,sell-tp,83805.9,88088.0,5.1095,193.5098,6231.06
226,2025-03-24 16:00:00+00:00,buy,88283.9,0.0,0.0,193.4598,6227.94
227,2025-03-26 12:00:00+00:00,change_direction,88283.9,87919.5,-0.4128,193.047,6199.11
228,2025-03-26 12:00:00+00:00,short,87919.5,0.0,0.0,192.997,6196.01
229,2025-03-26 20:00:00+00:00,change_direction,87919.5,86518.6,1.5934,194.5904,6291.68
230,2025-03-26 20:00:00+00:00,buy,86518.6,0.0,0.0,194.5404,6288.54
231,2025-03-27 08:00:00+00:00,change_direction,86518.6,87349.9,0.9608,195.5013,6345.84
232,2025-03-27 08:00:00+00:00,short,87349.9,0.0,0.0,195.4513,6342.67
233,2025-03-27 12:00:00+00:00,change_direction,87349.9,86900.1,0.5149,195.9662,6372.18
234,2025-03-27 12:00:00+00:00,buy,86900.1,0.0,0.0,195.9162,6368.99
235,2025-03-28 00:00:00+00:00,change_direction,86900.1,87181.7,0.3241,196.2403,6386.45
236,2025-03-28 00:00:00+00:00,short,87181.7,0.0,0.0,196.1903,6383.26
237,2025-03-29 10:56:00+00:00,cover-tp,87181.7,82767.1,5.0637,201.2539,6703.45
238,2025-03-29 12:00:00+00:00,short,82245.0,0.0,0.0,201.2039,6700.1
239,2025-03-31 12:00:00+00:00,change_direction,82245.0,82169.3,0.092,201.296,6702.92
240,2025-03-31 12:00:00+00:00,buy,82169.3,0.0,0.0,201.246,6699.57
241,2025-04-02 15:07:00+00:00,sell-tp,82169.3,86331.0,5.0648,206.3108,7035.71
242,2025-04-02 16:00:00+00:00,buy,86699.3,0.0,0.0,206.2608,7032.19
243,2025-04-02 20:00:00+00:00,change_direction,86699.3,86853.9,0.1783,206.4391,7041.22
244,2025-04-02 20:00:00+00:00,short,86853.9,0.0,0.0,206.3891,7037.7
245,2025-04-02 23:00:00+00:00,cover-tp,86853.9,82502.0,5.0106,211.3997,7386.98
246,2025-04-03 00:00:00+00:00,buy,82468.1,0.0,0.0,211.3497,7383.29
247,2025-04-03 08:00:00+00:00,change_direction,82468.1,83422.0,1.1567,212.5064,7465.04
248,2025-04-03 08:00:00+00:00,short,83422.0,0.0,0.0,212.4564,7461.31
249,2025-04-04 04:00:00+00:00,change_direction,83422.0,82786.5,0.7618,213.2182,7514.44
250,2025-04-04 04:00:00+00:00,buy,82786.5,0.0,0.0,213.1682,7510.69
251,2025-04-04 08:00:00+00:00,change_direction,82786.5,83973.7,1.4341,214.6022,7614.69
252,2025-04-04 08:00:00+00:00,short,83973.7,0.0,0.0,214.5522,7610.88
253,2025-04-04 16:00:00+00:00,change_direction,83973.7,82813.1,1.3821,215.9343,7712.32
254,2025-04-04 16:00:00+00:00,buy,82813.1,0.0,0.0,215.8843,7708.46
255,2025-04-05 12:00:00+00:00,change_direction,82813.1,83428.0,0.7425,216.6268,7761.87
256,2025-04-05 12:00:00+00:00,short,83428.0,0.0,0.0,216.5768,7757.99
257,2025-04-05 20:00:00+00:00,change_direction,83428.0,82827.7,0.7195,217.2964,7809.96
258,2025-04-05 20:00:00+00:00,buy,82827.7,0.0,0.0,217.2464,7806.05
259,2025-04-06 04:00:00+00:00,change_direction,82827.7,83313.8,0.5869,217.8333,7847.98
260,2025-04-06 04:00:00+00:00,short,83313.8,0.0,0.0,217.7833,7844.06
261,2025-04-06 18:44:00+00:00,cover-tp,83313.8,79101.0,5.0565,222.8398,8236.97
262,2025-04-06 20:00:00+00:00,short,79579.5,0.0,0.0,222.7898,8232.85
263,2025-04-07 06:28:00+00:00,cover-tp,79579.5,75599.7,5.001,227.7908,8640.67
264,2025-04-07 08:00:00+00:00,short,75077.5,0.0,0.0,227.7408,8636.35
265,2025-04-07 10:17:00+00:00,cover-sl,75077.5,77381.6,-3.069,224.6719,8366.85
266,2025-04-07 12:00:00+00:00,short,76650.0,0.0,0.0,224.6219,8362.67
267,2025-04-07 14:10:00+00:00,cover-sl,76650.0,78999.0,-3.0646,221.5573,8102.07
268,2025-04-07 16:00:00+00:00,short,78427.5,0.0,0.0,221.5073,8098.02
269,2025-04-07 20:00:00+00:00,change_direction,78427.5,78091.6,0.4283,221.9356,8128.67
270,2025-04-07 20:00:00+00:00,buy,78091.6,0.0,0.0,221.8856,8124.61
271,2025-04-08 12:00:00+00:00,change_direction,78091.6,79955.8,2.3872,224.2728,8314.59
272,2025-04-08 12:00:00+00:00,short,79955.8,0.0,0.0,224.2228,8310.43
273,2025-04-09 00:05:00+00:00,cover-tp,79955.8,75877.6,5.1006,229.3233,8730.37
274,2025-04-09 04:00:00+00:00,short,75012.1,0.0,0.0,229.2733,8726.0
275,2025-04-09 06:14:00+00:00,cover-sl,75012.1,77316.1,-3.0715,226.2018,8453.48
276,2025-04-09 08:00:00+00:00,short,77653.9,0.0,0.0,226.1518,8449.26
277,2025-04-09 16:00:00+00:00,change_direction,77653.9,77234.7,0.5398,226.6917,8490.67
278,2025-04-09 16:00:00+00:00,buy,77234.7,0.0,0.0,226.6417,8486.42
279,2025-04-09 17:25:00+00:00,sell-tp,77234.7,81109.6,5.017,231.6587,8908.16
280,2025-04-09 20:00:00+00:00,buy,82294.6,0.0,0.0,231.6087,8903.7
281,2025-04-10 12:00:00+00:00,change_direction,82294.6,81836.0,-0.5573,231.0515,8849.61
282,2025-04-10 12:00:00+00:00,short,81836.0,0.0,0.0,231.0015,8845.18
283,2025-04-10 16:00:00+00:00,change_direction,81836.0,78734.1,3.7904,234.7918,9176.19
284,2025-04-10 16:00:00+00:00,buy,78734.1,0.0,0.0,234.7418,9171.6
285,2025-04-11 10:19:00+00:00,sell-tp,78734.1,82692.5,5.0276,239.7694,9628.35
286,2025-04-11 12:00:00+00:00,buy,82114.7,0.0,0.0,239.7194,9623.54
287,2025-04-15 13:47:00+00:00,sell-tp,82114.7,86378.5,5.1925,244.9119,10118.68
288,2025-04-15 16:00:00+00:00,buy,84863.3,0.0,0.0,244.8619,10113.62
289,2025-04-16 04:00:00+00:00,change_direction,84863.3,83634.6,-1.4479,243.414,9962.05
290,2025-04-16 04:00:00+00:00,short,83634.6,0.0,0.0,243.364,9957.07
291,2025-04-16 08:00:00+00:00,change_direction,83634.6,83312.8,0.3848,243.7488,9990.42
292,2025-04-16 08:00:00+00:00,buy,83312.8,0.0,0.0,243.6988,9985.43
293,2025-04-17 00:00:00+00:00,change_direction,83312.8,83986.0,0.808,244.5068,10061.16
294,2025-04-17 00:00:00+00:00,short,83986.0,0.0,0.0,244.4568,10056.13
295,2025-04-17 04:00:00+00:00,change_direction,83986.0,83949.2,0.0438,244.5007,10055.5
296,2025-04-17 04:00:00+00:00,buy,83949.2,0.0,0.0,244.4507,10050.48
