Open Time,Open,High,Low,Close
2025-07-05 00:00:00+00:00,0.16289000,0.16507000,0.16190000,0.16421000
2025-07-06 00:00:00+00:00,0.16422000,0.17524000,0.16313000,0.17196000
2025-07-07 00:00:00+00:00,0.17196000,0.17719000,0.16569000,0.16792000
2025-07-08 00:00:00+00:00,0.16793000,0.17200000,0.16589000,0.17094000
